sample	samples	cg02855142	cg06587969	cg05479194	cg18311066	cg21050342	cg02045224	cg15206330	cg13169780	cg02166782	cg17461511	cg26539663	cg12373934	cg25896754	cg14351634	cg16203911	cg00807143	cg05348746	cg04009932	cg02690969	cg22175811	cg08119584	cg02842899	cg07991600	cg25053252	cg06317056	cg06365412	cg13468400	cg12041075	cg18198734	cg02087342	cg10792831	cg16397722	cg22949073
TCGA-DX-A6YS-01	TCGA-DX-A6YS-01	0.08529	0.07723	0.07012	0.04612	0.06498	0.02983	0.08056	0.1651	0.07165	0.206	0.1146	0.1856	0.05493	0.1165	0.1032	0.03922	0.1665	0.1303	0.09813	0.09672	0.08799	0.1242	0.05031	0.07535	0.2065	0.947	0.918	0.9399	0.9214	0.7213	0.8915	0.7738	0.5098
TCGA-56-A4BW-01	TCGA-56-A4BW-01	0.08464	0.04114	0.0386	0.0212	0.02854	0.01582	0.03972	0.04471	0.04869	0.02572	0.04466	0.05039	0.03331	0.02228	0.02954	0.05701	0.04089	0.0457	0.03083	0.03876	0.05552	0.0313	0.02455	0.02656	0.04421	0.7957	0.8881	0.7216	0.8466	0.7259	0.9048	0.9478	0.4969
TCGA-50-5932-11	TCGA-50-5932-11	0.0845	0.09275	0.09068	0.05921	0.07982	0.04757	0.08239	0.07354	0.1051	0.04363	0.1402	0.1242	0.06014	0.02891	0.06842	0.1378	0.06356	0.08854	0.02547	0.09404	0.08409	0.0727	0.06893	0.05009	0.04082	0.7857	0.813	0.7587	0.8165	0.7871	0.8668	0.8567	0.7115
TCGA-67-6216-01	TCGA-67-6216-01	0.08418	0.08981	0.07022	0.0321	0.06437	0.05032	0.07983	0.06628	0.1018	0.04106	0.1207	0.06725	0.05654	0.01278	0.05258	0.1095	0.06865	0.08775	0.02899	0.08407	0.08473	0.06826	0.05008	0.03796	0.03967	0.8385	0.8057	0.7986	0.8565	0.8389	0.9023	0.9094	0.6182
TCGA-CN-5366-01	TCGA-CN-5366-01	0.0836	0.05056	0.05328	0.02194	0.03171	0.05178	0.06782	0.03772	0.0769	0.01965	0.1071	0.05232	0.04466	0.01416	0.03077	0.118	0.0288	0.06051	0.01911	0.1049	0.07216	0.04998	0.1005	0.02214	0.02742	0.8629	0.8375	0.8164	0.858	0.8115	0.9529	0.9441	0.8
TCGA-55-6987-01	TCGA-55-6987-01	0.08334	0.09757	0.06892	0.06915	0.09175	0.04141	0.07958	0.08672	0.1111	0.04798	0.1201	0.1206	0.06981	0.05367	0.08338	0.1212	0.07869	0.1061	0.05432	0.09472	0.09747	0.0886	0.1222	0.04932	0.05378	0.8356	0.8024	0.8029	0.8291	0.7013	0.8735	0.8719	0.762
TCGA-NJ-A55O-01	TCGA-NJ-A55O-01	0.08328	0.06188	0.06828	0.04528	0.05847	0.07204	0.06555	0.09585	0.08199	0.02608	0.1146	0.1092	0.06204	0.02693	0.07552	0.08151	0.08268	0.1089	0.05291	0.07811	0.07691	0.07837	0.04813	0.04137	0.0625	0.8504	0.8419	0.8238	0.9032	0.6858	0.874	0.8645	0.615
TCGA-55-6984-01	TCGA-55-6984-01	0.08262	0.07283	0.07397	0.04841	0.06457	0.05434	0.08014	0.07445	0.1196	0.03689	0.1195	0.09792	0.06034	0.04999	0.05829	0.1147	0.09969	0.0868	0.043	0.119	0.09457	0.0571	0.07612	0.05054	0.04501	0.8308	0.8297	0.8125	0.8488	0.8211	0.9018	0.8939	0.7188
TCGA-05-4405-01	TCGA-05-4405-01	0.0822	0.06539	0.07106	0.0576	0.05756	0.03805	0.06578	0.07121	0.09888	0.01698	0.1369	0.1037	0.06321	0.02121	0.04374	0.08104	0.06899	0.107	0.02835	0.07075	0.07433	0.05069	0.05	0.03081	0.03444	0.8206	0.8051	0.8053	0.8225	0.8027	0.8815	0.8965	0.8006
TCGA-05-4384-01	TCGA-05-4384-01	0.08203	0.08559	0.06722	0.06739	0.05007	0.04574	0.07297	0.07547	0.07541	0.05516	0.1158	0.1062	0.04875	0.02951	0.05276	0.1137	0.05963	0.0776	0.03673	0.07304	0.08002	0.06477	0.04156	0.03852	0.04881	0.8395	0.7905	0.8151	0.8141	0.7569	0.8957	0.8893	0.679
TCGA-86-8279-01	TCGA-86-8279-01	0.08199	0.08171	0.06825	0.05684	0.06295	0.05674	0.07963	0.0771	0.108	0.01303	0.1444	0.103	0.05512	0.03267	0.06686	0.08911	0.08897	0.08233	0.06483	0.08292	0.0725	0.06688	0.05012	0.04454	0.01178	0.8476	0.7981	0.823	0.8348	0.7769	0.8727	0.9013	0.7229
TCGA-55-8302-01	TCGA-55-8302-01	0.08169	0.0617	0.06876	0.03497	0.06944	0.05483	0.06141	0.06999	0.086	0.04195	0.1327	0.06708	0.05989	0.03789	0.06396	0.1136	0.06563	0.07992	0.05176	0.08588	0.06871	0.05687	0.05123	0.04059	0.06461	0.8352	0.8278	0.8161	0.8846	0.8548	0.9086	0.9058	0.8477
TCGA-75-7031-01	TCGA-75-7031-01	0.08166	0.1064	0.07296	0.0585	0.07492	0.05165	0.08428	0.08915	0.1035	0.04065	0.1061	0.1318	0.2623	0.05069	0.06649	0.1398	0.09058	0.0984	0.06275	0.1469	0.1266	0.07497	0.07772	0.06463	0.08489	0.8522	0.6685	0.8267	0.8203	0.744	0.8847	0.8709	0.5833
TCGA-55-6971-01	TCGA-55-6971-01	0.08161	0.05657	0.04513	0.03861	0.04514	0.04753	0.07215	0.04566	0.08487	0.008205	0.124	0.07878	0.04855	0.01438	0.04531	0.112	0.04993	0.07515	0.01902	0.04573	0.05865	0.04307	0.0846	0.02629	0.008453	0.8668	0.8356	0.8101	0.8427	0.8119	0.905	0.9148	0.7707
TCGA-DX-A6BH-01	TCGA-DX-A6BH-01	0.08156	0.02449	0.05747	0.01715	0.02655	0.07075	0.03501	0.04875	0.04166	0.02088	0.08484	0.04427	0.02214	0.0185	0.03282	0.05585	0.02559	0.03588	0.0253	0.0388	0.05026	0.02479	0.02249	0.01986	0.02849	0.8573	0.8488	0.8213	0.8654	0.6088	0.9355	0.9319	0.8988
TCGA-L9-A444-01	TCGA-L9-A444-01	0.08069	0.06009	0.06634	0.06067	0.06449	0.06386	0.08099	0.1379	0.08903	0.0325	0.1583	0.09038	0.05967	0.03282	0.06743	0.07538	0.05968	0.07177	0.04963	0.06525	0.06036	0.05248	0.04215	0.05383	0.03854	0.8431	0.7882	0.8044	0.8557	0.8107	0.8637	0.8851	0.859
TCGA-55-6979-01	TCGA-55-6979-01	0.08051	0.06227	0.07258	0.04618	0.06558	0.03865	0.0766	0.0809	0.09415	0.04578	0.1394	0.1131	0.04526	0.02807	0.06409	0.1022	0.06847	0.09873	0.04828	0.09927	0.04698	0.06377	0.07053	0.04285	0.02969	0.8492	0.8146	0.8269	0.8787	0.8312	0.8958	0.9098	0.7187
TCGA-HT-A74J-01	TCGA-HT-A74J-01	0.08049	0.02679	0.01913	0.01597	0.02264	0.02576	0.03068	0.05142	0.04217	0.02358	0.03302	0.03723	0.02213	0.01942	0.02948	0.06021	0.0283	0.02819	0.02604	0.0309	0.03121	0.02297	0.01728	0.02144	0.03049	0.8451	0.8578	0.8233	0.6818	0.9192	0.95	0.9378	0.6983
TCGA-95-7039-01	TCGA-95-7039-01	0.08044	0.05726	0.08434	0.07866	0.03977	0.04087	0.08646	0.05124	0.1164	0.09509	0.1381	0.0918	0.04863	0.01311	0.0348	0.131	0.04419	0.0792	0.02152	0.057	0.08161	0.04465	0.05376	0.03499	0.0523	0.8369	0.8407	0.8484	0.872	0.7923	0.8951	0.8858	0.7742
TCGA-49-6745-11	TCGA-49-6745-11	0.08018	0.08004	0.07446	0.03947	0.05842	0.04822	0.08137	0.08705	0.11	0.02309	0.1696	0.07647	0.05424	0.02844	0.03672	0.1045	0.06209	0.09059	0.04389	0.07851	0.06865	0.06613	0.09118	0.04628	0.03118	0.8211	0.8122	0.7814	0.8223	0.8059	0.865	0.9152	0.7009
TCGA-62-A46U-01	TCGA-62-A46U-01	0.07952	0.06293	0.07673	0.04721	0.07594	0.05829	0.07777	0.1254	0.1019	0.03346	0.1696	0.0932	0.06342	0.04057	0.07497	0.0802	0.07312	0.0866	0.0361	0.06835	0.06607	0.07114	0.04634	0.04729	0.04704	0.8807	0.8391	0.8408	0.8725	0.8368	0.9087	0.9091	0.8901
TCGA-67-6217-01	TCGA-67-6217-01	0.07922	0.07875	0.06662	0.03657	0.05528	0.04667	0.07387	0.07053	0.08104	0.01881	0.1411	0.08667	0.05763	0.02241	0.06698	0.101	0.04146	0.08834	0.02664	0.07976	0.07502	0.07338	0.05013	0.02912	0.04218	0.8499	0.8336	0.8188	0.8315	0.8106	0.9021	0.8924	0.7221
TCGA-80-5607-01	TCGA-80-5607-01	0.07906	0.07878	0.07652	0.05551	0.07209	0.05521	0.0898	0.09664	0.1005	0.03737	0.1409	0.1114	0.07605	0.05061	0.0729	0.1231	0.06899	0.1045	0.04266	0.108	0.1273	0.07126	0.04344	0.04762	0.003578	0.8131	0.8267	0.8057	0.8478	0.697	0.8853	0.8627	0.555
TCGA-DD-AAED-01	TCGA-DD-AAED-01	0.07899	0.03352	0.02293	0.02308	0.03497	0.02153	0.04846	0.06684	0.04886	0.04117	0.06867	0.06177	0.03897	0.02901	0.03196	0.07776	0.0526	0.03788	0.02688	0.03665	0.03493	0.03743	0.03487	0.028	0.06711	0.8867	0.883	0.8259	0.9405	0.8882	0.9465	0.9145	0.5898
TCGA-38-4632-01	TCGA-38-4632-01	0.07893	0.07687	0.08192	0.04871	0.06707	0.0512	0.0688	0.091	0.08977	0.02464	0.1385	0.1401	0.06186	0.03849	0.06985	0.1187	0.06301	0.0938	0.02469	0.1455	0.08789	0.07927	0.04597	0.02823	0.08696	0.8622	0.8457	0.8436	0.8761	0.8592	0.9022	0.8997	0.6727
TCGA-75-6207-01	TCGA-75-6207-01	0.07881	0.07582	0.06255	0.04125	0.0588	0.04633	0.08664	0.04522	0.0828	0.01762	0.1105	0.09646	0.05733	0.01936	0.05933	0.09456	0.05421	0.07805	0	0.07057	0.06573	0.05261	0.04851	0.03401	0.0238	0.8763	0.8485	0.8198	0.9061	0.882	0.9337	0.9279	0.8367
TCGA-75-5125-01	TCGA-75-5125-01	0.07873	0.14	0.0805	0.04651	0.06724	0.05181	0.08767	0.09715	0.09557	0.04243	0.1152	0.1248	0.07451	0.05004	0.06248	0.0972	0.05424	0.1222	0.0312	0.09989	0.06049	0.1074	0.07126	0.02052	0.06136	0.8113	0.7177	0.8385	0.8728	0.8267	0.8913	0.8725	0.6022
TCGA-91-A4BD-01	TCGA-91-A4BD-01	0.07868	0.06755	0.06512	0.04009	0.07707	0.04753	0.0724	0.117	0.1064	0.04859	0.1887	0.1061	0.06526	0.03112	0.05165	0.0932	0.07158	0.07296	0.05268	0.06679	0.06683	0.08462	0.0411	0.04288	0.02492	0.8448	0.8142	0.8234	0.852	0.7837	0.8892	0.8957	0.8535
TCGA-44-6146-11	TCGA-44-6146-11	0.07866	0.07325	0.05984	0.04992	0.06733	0.07341	0.07903	0.07765	0.1028	0.03915	0.09425	0.08392	0.06821	0.03307	0.06623	0.09986	0.06171	0.09119	0.02892	0.1078	0.06557	0.07325	0.05176	0.03447	0.03115	0.8589	0.7995	0.8139	0.8206	0.812	0.8921	0.8856	0.7004
TCGA-55-6981-01	TCGA-55-6981-01	0.07841	0.1119	0.08986	0.06467	0.08914	0.06245	0.1004	0.1817	0.1182	0.04328	0.1257	0.1434	0.07222	0.0498	0.05447	0.1266	0.1067	0.1063	0.08435	0.1249	0.1037	0.0817	0.09183	0.06591	0.06499	0.8471	0.8171	0.8162	0.8304	0.7741	0.8678	0.8551	0.7163
TCGA-44-6775-01	TCGA-44-6775-01	0.07834	0.08853	0.0788	0.04984	0.06816	0.05709	0.0663	0.07783	0.08846	0.04043	0.1295	0.09651	0.06192	0.02862	0.06606	0.09587	0.06752	0.08561	0.04526	0.07939	0.07232	0.05262	0.07645	0.03578	0.03657	0.8512	0.8251	0.7928	0.8046	0.7942	0.8968	0.9033	0.768
TCGA-44-A479-01	TCGA-44-A479-01	0.07829	0.07134	0.05903	0.04472	0.07402	0.05917	0.07192	0.07567	0.1006	0.0228	0.1493	0.1218	0.0607	0.0284	0.05801	0.08918	0.0795	0.07709	0.05958	0.0658	0.05343	0.08082	0.0374	0.0355	0.0588	0.8441	0.8035	0.8199	0.8107	0.7433	0.8712	0.8902	0.6945
TCGA-55-A4DG-01	TCGA-55-A4DG-01	0.0782	0.07212	0.05792	0.05101	0.07959	0.06268	0.07999	0.09469	0.1043	0.01949	0.1602	0.1117	0.05918	0.03778	0.07119	0.09278	0.06624	0.07932	0.0429	0.0556	0.06793	0.05665	0.05006	0.05385	0.01275	0.8444	0.7899	0.8101	0.8285	0.8182	0.8906	0.8787	0.8054
TCGA-NJ-A55A-01	TCGA-NJ-A55A-01	0.07813	0.08754	0.05244	0.04679	0.0575	0.0407	0.06821	0.08546	0.1122	0.04767	0.07643	0.08162	0.0556	0.03336	0.06728	0.08667	0.06081	0.0778	0.04057	0.1385	0.06027	0.0732	0.04735	0.04143	0.04769	0.7897	0.786	0.7685	0.7555	0.7942	0.8773	0.8699	0.5803
TCGA-55-7994-01	TCGA-55-7994-01	0.07781	0.07627	0.09377	0.05491	0.05885	0.06449	0.07284	0.06362	0.09059	0.04007	0.1408	0.1101	0.06917	0.0299	0.05364	0.1477	0.06398	0.07439	0.05617	0.08324	0.06986	0.07307	0.05656	0.05395	0.05637	0.8551	0.8169	0.8179	0.8432	0.8293	0.8822	0.8899	0.8347
TCGA-05-4424-01	TCGA-05-4424-01	0.07775	0.06037	0.07042	0.05721	0.06106	0.04537	0.0934	0.08147	0.09959	0.02916	0.1423	0.1233	0.06319	0.02867	0.03859	0.09436	0.05174	0.06985	0.02526	0.08596	0.07244	0.0674	0.06928	0.046	0.01749	0.8357	0.7771	0.7997	0.8487	0.7761	0.9191	0.904	0.7396
TCGA-73-4676-11	TCGA-73-4676-11	0.07743	0.07131	0.05661	0.05599	0.07615	0.07321	0.111	0.09648	0.1139	0.03486	0.1434	0.09882	0.05913	0.03098	0.06184	0.1027	0.06412	0.08549	0.03205	0.09794	0.08083	0.06568	0.1017	0.06068	0.07191	0.8123	0.801	0.7845	0.8247	0.7924	0.8963	0.8803	0.7572
TCGA-55-7576-01	TCGA-55-7576-01	0.07733	0.05949	0.07358	0.04076	0.06409	0.04866	0.05634	0.04924	0.09608	0.0454	0.1521	0.104	0.05964	0.02807	0.04467	0.1224	0.06589	0.08603	0.02883	0.1007	0.0648	0.08419	0.06751	0.04016	0.0226	0.8837	0.8572	0.8541	0.8889	0.821	0.8982	0.8986	0.7126
TCGA-L4-A4E6-01	TCGA-L4-A4E6-01	0.07716	0.06814	0.05086	0.05025	0.05932	0.0582	0.06377	0.08909	0.0883	0.02682	0.1615	0.102	0.06042	0.02646	0.06839	0.08086	0.07204	0.07008	0.05805	0.0767	0.0656	0.06709	0.04466	0.05411	0.04398	0.8116	0.796	0.8049	0.8229	0.7672	0.8526	0.8922	0.7543
TCGA-50-5932-01	TCGA-50-5932-01	0.07702	0.07131	0.0573	0.04247	0.05427	0.05641	0.07861	0.06754	0.1035	0.03051	0.1561	0.1419	0.06311	0.04701	0.05287	0.09951	0.08166	0.07774	0.03355	0.08903	0.07727	0.07119	0.06734	0.04426	0.05965	0.8565	0.8307	0.8041	0.7707	0.7725	0.8744	0.8785	0.661
TCGA-MP-A4T9-01	TCGA-MP-A4T9-01	0.07701	0.06375	0.0596	0.06591	0.06474	0.04681	0.07944	0.06749	0.08722	0.04664	0.1631	0.105	0.05727	0.01233	0.07039	0.08123	0.06626	0.08194	0.05076	0.07099	0.06063	0.07682	0.03985	0.04451	0.04853	0.8195	0.7862	0.8192	0.8311	0.8163	0.8709	0.907	0.7786
TCGA-86-8073-01	TCGA-86-8073-01	0.0769	0.05246	0.04755	0.02802	0.0401	0.08951	0.03684	0.04517	0.07656	0.00988	0.09631	0.05293	0.03866	0.02626	0.02214	0.1011	0.05179	0.06015	0.01804	0.05948	0.05122	0.04264	0.07858	0.0247	0.01591	0.8188	0.7998	0.7905	0.7734	0.6928	0.8729	0.9143	0.7533
TCGA-44-A47A-01	TCGA-44-A47A-01	0.07676	0.06389	0.06991	0.04352	0.08766	0.05636	0.08906	0.0976	0.08666	0.0423	0.159	0.1123	0.04999	0.04089	0.05287	0.08429	0.07883	0.09801	0.05147	0.07387	0.06014	0.0786	0.04156	0.03773	0.02674	0.8749	0.8264	0.8407	0.8752	0.869	0.9057	0.9058	0.8435
TCGA-55-6969-01	TCGA-55-6969-01	0.07674	0.09488	0.08863	0.07203	0.05476	0.06336	0.09263	0.09977	0.1356	0.1097	0.1585	0.08564	0.085	0.07115	0.07178	0.1391	0.06033	0.08343	0.03358	0.07099	0.07144	0.07553	0.08176	0.03492	0.03012	0.8219	0.7028	0.701	0.78	0.7432	0.863	0.8455	0.6705
TCGA-91-A4BC-01	TCGA-91-A4BC-01	0.0767	0.06314	0.06877	0.05738	0.07741	0.06605	0.07168	0.06623	0.09755	0.0259	0.1589	0.1039	0.05607	0.04303	0.05617	0.07982	0.06175	0.07076	0.0389	0.0566	0.07316	0.06582	0.04839	0.03414	0.02861	0.8175	0.7919	0.7938	0.8094	0.7831	0.8917	0.8967	0.8102
TCGA-MP-A4TJ-01	TCGA-MP-A4TJ-01	0.0766	0.06312	0.07727	0.05225	0.07171	0.04871	0.08021	0.05592	0.1136	0.04674	0.1004	0.08231	0.04971	0.03643	0.05521	0.0811	0.06516	0.08726	0.05409	0.06996	0.09763	0.05569	0.0843	0.04995	0.03456	0.8334	0.8327	0.8121	0.7864	0.7833	0.8663	0.8864	0.6555
TCGA-NJ-A4YF-01	TCGA-NJ-A4YF-01	0.07652	0.09064	0.0608	0.0436	0.06386	0.04667	0.05312	0.08406	0.09986	0.02887	0.1238	0.1075	0.05443	0.04108	0.07187	0.1409	0.07478	0.09875	0.05119	0.07606	0.06684	0.06724	0.04762	0.04739	0.04947	0.822	0.8029	0.7812	0.851	0.8074	0.873	0.8966	0.6429
TCGA-38-4632-11	TCGA-38-4632-11	0.07642	0.07004	0.07402	0.0623	0.03989	0.05166	0.08217	0.06959	0.09632	0.02502	0.1066	0.08378	0.06072	0.02287	0.04992	0.09658	0.05544	0.07364	0.03471	0.08338	0.1008	0.06098	0.05276	0.02656	0.01311	0.8141	0.8082	0.8252	0.8535	0.8257	0.8804	0.923	0.7506
TCGA-XF-AAMX-01	TCGA-XF-AAMX-01	0.07616	0.03449	0.02282	0.0226	0.01928	0.01718	0.02981	0.05512	0.04753	0.02974	0.04229	0.05578	0.01969	0.02291	0.02147	0.05471	0.02554	0.03218	0.02088	0.03279	0.02773	0.02516	0.03145	0.01864	0.05469	0.867	0.8914	0.8018	0.8888	0.8244	0.9105	0.9253	0.3014
TCGA-55-7903-01	TCGA-55-7903-01	0.07601	0.07353	0.06159	0.04632	0.04525	0.05554	0.06954	0.07031	0.1009	0.02895	0.166	0.08266	0.05097	0.02936	0.04078	0.131	0.05998	0.08666	0.05043	0.09023	0.09007	0.07155	0.05631	0.04111	0.06327	0.8673	0.8148	0.7968	0.8477	0.8282	0.8832	0.8781	0.8477
TCGA-75-7025-01	TCGA-75-7025-01	0.07589	0.1017	0.09332	0.06239	0.06965	0.07822	0.08608	0.09409	0.1087	0.04057	0.1275	0.1193	0.0655	0.04024	0.06982	0.09612	0.07284	0.09094	0.04474	0.09136	0.108	0.07285	0.05745	0.04536	0.06777	0.8239	0.8025	0.7921	0.745	0.754	0.8711	0.8801	0.5071
TCGA-QQ-A5VC-01	TCGA-QQ-A5VC-01	0.07579	0.06464	0.04106	0.08512	0.05277	0.02782	0.0688	0.3406	0.1974	0.19	0.1361	0.3183	0.03985	0.09552	0.2506	0.04143	0.1582	0.1182	0.1159	0.03668	0.02263	0.03584	0.01811	0.01956	0.04601	0.2391	0.2468	0.3547	0.2551	0.1249	0.2624	0.5546	0.2447
TCGA-62-A46S-01	TCGA-62-A46S-01	0.0757	0.08515	0.06578	0.05316	0.06365	0.06205	0.09182	0.1014	0.1088	0.04073	0.1637	0.1037	0.05997	0.03404	0.06771	0.09155	0.08352	0.08985	0.06773	0.0632	0.06836	0.07737	0.03488	0.04145	0.05655	0.8527	0.8061	0.8195	0.8199	0.7036	0.8778	0.8935	0.7666
TCGA-50-6597-01	TCGA-50-6597-01	0.07565	0.0777	0.06109	0.04066	0.06219	0.04253	0.0659	0.0563	0.09448	0.03205	0.1628	0.07281	0.05268	0.02652	0.04585	0.09769	0.05197	0.06943	0.02612	0.07685	0.08051	0.06231	0.03949	0.04064	0.03812	0.8467	0.7901	0.8392	0.8685	0.8221	0.9065	0.9046	0.6881
TCGA-86-8669-01	TCGA-86-8669-01	0.07556	0.05035	0.06514	0.02814	0.06569	0.06644	0.08153	0.05971	0.09327	0.03324	0.1739	0.09033	0.04696	0.02079	0.04728	0.08897	0.06632	0.07406	0.04542	0.06398	0.0618	0.06743	0.03576	0.03201	0.0292	0.8591	0.7903	0.7934	0.848	0.7531	0.8993	0.9184	0.6769
TCGA-69-7760-01	TCGA-69-7760-01	0.07555	0.07719	0.06764	0.05093	0.05038	0.07546	0.07112	0.07746	0.0887	0.022	0.1899	0.09299	0.05005	0.0245	0.05543	0.08821	0.0573	0.07884	0.03957	0.06825	0.07395	0.06059	0.074	0.04032	0.0533	0.812	0.8012	0.8193	0.7434	0.8466	0.8956	0.8831	0.6542
TCGA-55-A48X-01	TCGA-55-A48X-01	0.07546	0.07178	0.06902	0.03535	0.06512	0.06194	0.08355	0.07048	0.1057	0.02808	0.1563	0.08916	0.0588	0.03025	0.05311	0.08755	0.0717	0.07916	0.06838	0.07526	0.07489	0.07048	0.04906	0.05903	0.03935	0.847	0.8079	0.8464	0.8092	0.7901	0.8644	0.8975	0.7963
TCGA-44-3918-01	TCGA-44-3918-01	0.07534	0.05873	0.116	0.0608	0.05735	0.114	0.09158	0.03481	0.08265	0.03713	0.1971	0.08515	0.04768	0.02754	0.06041	0.1093	0.05589	0.07052	0.02809	0.1014	0.1225	0.06812	0.05864	0.03927	0.03385	0.8078	0.767	0.7864	0.7972	0.7821	0.8357	0.8565	0.7947
TCGA-93-8067-01	TCGA-93-8067-01	0.07497	0.06937	0.05175	0.04274	0.04996	0.05076	0.08125	0.07864	0.09309	0.03314	0.1353	0.06993	0.0564	0.02267	0.06868	0.08956	0.0789	0.07314	0.04958	0.0788	0.05869	0.08103	0.06296	0.05524	0.04805	0.8289	0.8258	0.8054	0.7932	0.8363	0.9203	0.9046	0.8196
TCGA-97-8171-01	TCGA-97-8171-01	0.07488	0.05995	0.0765	0.04617	0.06332	0.06572	0.06514	0.05891	0.09592	0.03318	0.181	0.09628	0.06053	0.03114	0.0525	0.09695	0.07705	0.07517	0.04628	0.07129	0.06429	0.06124	0.04007	0.05576	0.05562	0.8503	0.8131	0.8038	0.8808	0.8627	0.9098	0.8872	0.6949
TCGA-50-5072-01	TCGA-50-5072-01	0.07482	0.08178	0.07947	0.03963	0.08265	0.05247	0.08289	0.09112	0.1027	0.04443	0.1409	0.1058	0.05189	0.03868	0.0481	0.1197	0.06933	0.1037	0.02299	0.09986	0.0746	0.08535	0.07055	0.03148	0.0425	0.8345	0.7825	0.7062	0.777	0.6409	0.8465	0.8863	0.6313
TCGA-J2-A4AE-01	TCGA-J2-A4AE-01	0.07475	0.08011	0.07473	0.05041	0.08339	0.05313	0.08729	0.04483	0.1197	0.03322	0.1578	0.1105	0.06974	0.03416	0.08242	0.08607	0.07526	0.08577	0.06262	0.06656	0.06817	0.07192	0.04465	0.0603	0.04364	0.8552	0.7981	0.8324	0.8399	0.8152	0.8768	0.8806	0.76
TCGA-J2-A4AD-01	TCGA-J2-A4AD-01	0.07474	0.08735	0.0691	0.04253	0.07093	0.04394	0.08723	0.1017	0.09468	0.05145	0.1349	0.1097	0.06189	0.03742	0.07717	0.08335	0.07326	0.07687	0.06611	0.07405	0.06779	0.07057	0.06353	0.05322	0.05238	0.8733	0.7816	0.7815	0.8203	0.7443	0.8719	0.8902	0.7977
TCGA-73-4658-11	TCGA-73-4658-11	0.07468	0.07629	0.07033	0.04383	0.06878	0.04583	0.07793	0.04759	0.09748	0.0202	0.1396	0.07785	0.05478	0.01695	0.05324	0.142	0.06683	0.09714	0.02985	0.1459	0.08555	0.06388	0.08201	0.03854	0.01884	0.8053	0.8088	0.7917	0.8268	0.8035	0.9122	0.9064	0.8118
TCGA-99-7458-01	TCGA-99-7458-01	0.07465	0.08041	0.1028	0.05952	0.04015	0.04856	0.0416	0.0722	0.07486	0.02479	0.1792	0.07998	0.05849	0.03116	0.05424	0.09922	0.06195	0.07202	0.03194	0.07285	0.09267	0.06077	0.07825	0.03204	0.04259	0.8836	0.8363	0.8675	0.8577	0.7562	0.9048	0.8917	0.8499
TCGA-55-7907-01	TCGA-55-7907-01	0.07451	0.06663	0.0744	0.05287	0.04979	0.07467	0.06409	0.08442	0.09815	0.03805	0.1682	0.09383	0.05524	0.03495	0.05622	0.09729	0.07328	0.0898	0.04242	0.09224	0.06968	0.06129	0.07426	0.04648	0.0543	0.8041	0.7979	0.7753	0.831	0.7423	0.8706	0.8998	0.5228
TCGA-KM-8639-01	TCGA-KM-8639-01	0.07427	0.02761	0.02465	0.01462	0.02114	0.03214	0.03125	0.03021	0.03995	0.02298	0.1066	0.03731	0.02197	0.02068	0.03183	0.04756	0.03449	0.03562	0.02888	0.02562	0.02317	0.0208	0.02026	0.02729	0.03386	0.8932	0.6961	0.8524	0.8473	0.924	0.9661	0.9486	0.9063
TCGA-44-A47B-01	TCGA-44-A47B-01	0.0742	0.07068	0.05306	0.07115	0.0734	0.05025	0.09017	0.0911	0.1115	0.02359	0.1402	0.1334	0.05711	0.03	0.06687	0.09095	0.06994	0.0848	0.05814	0.06527	0.06496	0.07343	0.05604	0.03813	0.03434	0.8585	0.7876	0.8237	0.8474	0.7904	0.8923	0.9277	0.8743
TCGA-55-7727-01	TCGA-55-7727-01	0.07408	0.06737	0.08383	0.0537	0.06461	0.08168	0.06392	0.09619	0.07734	0.06122	0.1564	0.1067	0.05498	0.03652	0.05907	0.1356	0.06015	0.1027	0.04969	0.1406	0.1013	0.08312	0.08307	0.0482	0.06598	0.8085	0.8231	0.8089	0.8477	0.8307	0.8799	0.879	0.6467
TCGA-50-6591-11	TCGA-50-6591-11	0.074	0.07675	0.0684	0.04135	0.06544	0.05463	0.06969	0.07048	0.09825	0.02444	0.1135	0.129	0.04805	0.0298	0.05119	0.09854	0.04745	0.08209	0.05067	0.108	0.1064	0.06494	0.06448	0.05061	0.06477	0.7969	0.7766	0.7967	0.8351	0.8035	0.8653	0.8813	0.7884
TCGA-50-5941-01	TCGA-50-5941-01	0.07378	0.07976	0.06658	0.04034	0.06299	0.05059	0.06176	0.0566	0.07318	0.03089	0.1011	0.1379	0.06371	0.02355	0.06162	0.09246	0.07438	0.08006	0.02829	0.08962	0.07231	0.07273	0.02906	0.02889	0.05877	0.8496	0.8251	0.8206	0.8614	0.8644	0.9085	0.9141	0.7038
TCGA-55-7283-01	TCGA-55-7283-01	0.07365	0.07764	0.08013	0.04319	0.07333	0.06342	0.07079	0.05044	0.08889	0.01771	0.1804	0.09052	0.06039	0.03472	0.07324	0.1148	0.07172	0.08984	0.03853	0.08683	0.07986	0.05994	0.07147	0.0228	0.03898	0.8512	0.8388	0.8606	0.8869	0.8779	0.9258	0.9117	0.8602
