sample	samples	chr17:7590695-7590863:-	chr17:7580643-7580745:-	chr17:7579700-7579940:-	chr17:7579312-7579590:-	chr17:7578371-7578811:-	chr17:7577499-7577608:-	chr17:7577019-7577155:-	chr17:7576853-7576926:-	chr17:7576525-7576657:-	chr17:7573927-7574033:-	chr17:7571720-7573008:-	chr17:7565097-7565332:-
TCGA-A6-5662-01	TCGA-A6-5662-01	5.173	0	5.374	6.392	5.118	6.472	6.68	6.936	0.1695	6.74	6.549	0.0498
TCGA-BR-8382-01	TCGA-BR-8382-01	5.173	0	5.23	5.971	4.723	5.963	6.111	6.354	1.802	5.985	5.396	0
TCGA-BR-8677-01	TCGA-BR-8677-01	5.168	0.3764	5.27	6.25	5.074	6.284	6.205	6.598	1.792	6.359	5.532	0.3336
TCGA-G4-6628-01	TCGA-G4-6628-01	5.164	0.2055	5.418	6.395	5.21	6.402	6.648	6.962	1.204	6.81	6.849	0.0474
TCGA-BB-4225-01	TCGA-BB-4225-01	5.161	0.0824	5.273	6.383	5.256	6.632	6.812	7.007	0.1257	6.678	6.325	0.0365
TCGA-09-1668-01	TCGA-09-1668-01	5.16	0.3724	5.273	6.278	4.978	6.631	6.542	6.888	0.9005	6.698	6.097	0
TCGA-AB-2984-03	TCGA-AB-2984-03	5.16	0	5.035	6.023	4.64	6.332	6.204	6.707	3.646	6.686	6.465	0.1924
TCGA-IN-A7NT-01	TCGA-IN-A7NT-01	5.157	0.643	5.426	6.322	4.624	6.12	5.886	6.136	0.7865	6.254	5.29	0
TCGA-LN-A7HW-01	TCGA-LN-A7HW-01	5.157	0.3238	5.157	6.107	5.097	6.677	6.531	6.731	0.348	6.483	5.648	0
TCGA-BA-5153-01	TCGA-BA-5153-01	5.154	0.3254	5.261	6.442	5.259	6.556	6.644	6.887	1.658	6.512	6	0
TCGA-IG-A5S3-01	TCGA-IG-A5S3-01	5.151	0.9884	5.284	6.338	5.273	6.783	6.75	6.942	1.411	6.614	5.992	0
TCGA-25-1630-01	TCGA-25-1630-01	5.151	0	5.116	5.823	4.394	5.663	5.724	6.041	0.3914	5.781	5.159	0.1445
TCGA-61-1728-01	TCGA-61-1728-01	5.15	0.1103	5.645	6.589	5.152	6.57	6.554	6.755	0.2813	6.525	5.717	0.1652
TCGA-66-2755-01	TCGA-66-2755-01	5.149	0.1622	5.27	6.434	5.224	6.608	6.799	7.137	0.6349	6.927	6.603	0.037
TCGA-23-1809-01	TCGA-23-1809-01	5.147	0.6692	5.27	6.283	5.141	6.8	6.717	6.948	0.6519	6.785	6.263	0.1188
TCGA-23-1120-01	TCGA-23-1120-01	5.146	1.134	4.877	5.648	4.516	6.058	5.913	6.219	0.568	6.079	5.963	0.3211
TCGA-JY-A6FB-01	TCGA-JY-A6FB-01	5.145	0.6862	5.187	6.088	4.943	6.478	6.308	6.545	1.748	6.327	5.442	0
TCGA-A5-A7WJ-01	TCGA-A5-A7WJ-01	5.143	0.5358	5.093	5.811	4.774	5.914	6.275	6.508	0.6471	6.283	6.356	0.035
TCGA-VQ-A922-01	TCGA-VQ-A922-01	5.141	0.2565	4.924	5.894	5.013	6.469	6.319	6.531	1.683	6.194	5.446	0.0795
TCGA-OL-A6VO-01	TCGA-OL-A6VO-01	5.139	0.4851	5.193	6.028	4.937	6.441	6.655	6.937	0.8268	6.691	6.882	0
TCGA-57-1585-01	TCGA-57-1585-01	5.136	0.296	5.266	6.276	4.943	6.25	6.2	6.413	0.0824	6.25	5.49	0.1795
TCGA-24-2019-01	TCGA-24-2019-01	5.135	0.6121	5.228	6.267	5.055	6.483	6.467	6.731	1.683	6.63	5.85	0.0861
TCGA-24-1555-01	TCGA-24-1555-01	5.134	0.193	5.14	6.088	4.945	6.464	6.437	6.748	0.5568	6.505	5.803	0.066
TCGA-13-0913-01	TCGA-13-0913-01	5.134	0.1347	5.294	6.346	5.071	6.504	6.496	6.751	1.287	6.559	6.471	0.0603
TCGA-AB-2847-03	TCGA-AB-2847-03	5.133	0.6782	5.113	6.076	5.072	6.536	6.474	6.758	2.908	6.61	5.728	0.1437
TCGA-AB-2937-03	TCGA-AB-2937-03	5.133	0.1849	4.736	5.714	4.536	5.911	5.979	6.462	2.202	6.336	5.646	0.2376
TCGA-AB-2904-03	TCGA-AB-2904-03	5.131	1.379	4.741	5.543	4.292	5.673	5.57	6.11	2.055	5.933	5.09	0.2516
TCGA-HU-8244-01	TCGA-HU-8244-01	5.13	0.1906	5.16	5.926	4.617	5.879	5.809	6.08	0.8203	5.971	5.021	0.0438
TCGA-GS-A9TQ-01	TCGA-GS-A9TQ-01	5.129	0	5.049	5.839	4.79	6.086	6.309	6.583	0.5086	6.385	6.333	0.0377
TCGA-AB-2964-03	TCGA-AB-2964-03	5.128	0.909	4.795	5.718	4.358	6.003	5.895	6.289	2.312	5.927	5.469	0.2528
TCGA-24-1417-01	TCGA-24-1417-01	5.124	0.4127	5.243	6.172	5.115	6.713	6.642	6.956	0.788	6.65	5.924	0
TCGA-DC-6157-01	TCGA-DC-6157-01	5.122	0.2621	5.433	6.416	5.18	6.576	6.748	7.028	0.5489	6.88	6.796	0.1203
TCGA-D6-6827-01	TCGA-D6-6827-01	5.121	0	5.132	5.9	4.773	5.877	6.177	6.507	0.782	6.316	5.902	0
TCGA-VR-A8Q7-01	TCGA-VR-A8Q7-01	5.117	0.5115	5.093	6.147	5.069	6.726	6.641	6.852	0.5795	6.525	5.939	0.0971
TCGA-AR-A24Q-01	TCGA-AR-A24Q-01	5.116	0.1921	5.253	6.116	4.844	6.452	6.639	6.946	1.122	6.632	6.726	0.0296
TCGA-09-2054-01	TCGA-09-2054-01	5.116	0	5.065	6.051	4.851	6.218	6.227	6.461	0.6234	6.216	5.356	0.2045
TCGA-36-1575-01	TCGA-36-1575-01	5.114	1.354	5.117	6.139	5.036	6.662	6.5	6.804	1.855	6.614	5.987	0.5168
TCGA-L5-A88Z-01	TCGA-L5-A88Z-01	5.111	0.6341	4.961	5.87	4.787	6.399	6.281	6.51	0.8634	6.201	5.407	0.0287
TCGA-CK-4952-01	TCGA-CK-4952-01	5.109	0.2947	5.252	6.322	5.104	6.386	6.547	6.829	1.522	6.621	6.447	0.2201
TCGA-BH-A18T-01	TCGA-BH-A18T-01	5.109	0.2172	5.247	6.08	4.938	6.449	6.622	6.9	0.5473	6.627	6.434	0.0337
TCGA-CG-5726-01	TCGA-CG-5726-01	5.094	0	5.03	5.887	4.69	6.118	6.035	6.107	0.2044	5.699	4.871	0
TCGA-29-1688-01	TCGA-29-1688-01	5.093	0	5.087	5.882	4.486	5.656	5.692	5.977	0	5.814	5.449	0.095
TCGA-AC-A2BK-01	TCGA-AC-A2BK-01	5.09	0.3296	4.965	5.714	4.582	5.929	6.023	6.299	0.6748	6.181	5.883	0
TCGA-AR-A251-01	TCGA-AR-A251-01	5.089	0.0515	5.569	6.297	4.953	6.432	6.562	6.912	0.7684	6.721	6.548	0.1101
TCGA-BB-4223-01	TCGA-BB-4223-01	5.086	0.4399	5.159	6.313	5.066	6.407	6.448	6.707	0.4277	6.447	5.938	0.1592
TCGA-AB-2931-03	TCGA-AB-2931-03	5.081	1.108	4.958	5.816	4.822	6.297	6.119	6.493	2.877	6.391	5.507	0.0647
TCGA-61-1918-01	TCGA-61-1918-01	5.081	0	5.114	5.984	4.652	5.852	5.884	6.216	0.7109	5.897	5.065	0
TCGA-HU-A4G8-01	TCGA-HU-A4G8-01	5.08	0.1953	5.12	6.085	4.947	6.45	6.462	6.623	1.394	6.377	5.625	0.2119
TCGA-XF-AAML-01	TCGA-XF-AAML-01	5.08	0.1604	5.195	6.282	5.161	6.57	6.902	7.175	0.9341	6.994	7.001	0
TCGA-L7-A6VZ-01	TCGA-L7-A6VZ-01	5.079	0.7733	5.012	5.95	4.959	6.295	6.207	6.48	1.523	6.173	5.2	0.0516
TCGA-D7-A74A-01	TCGA-D7-A74A-01	5.073	0.8518	5.252	6.29	4.959	6.259	6.278	6.502	0	6.121	5.543	0
TCGA-A1-A0SB-01	TCGA-A1-A0SB-01	5.069	0	5.285	6.175	4.862	6.347	6.524	6.78	0.7849	6.501	6.298	0.3467
TCGA-E2-A15O-01	TCGA-E2-A15O-01	5.068	0.7159	5.208	6.375	5.091	6.723	6.824	7.107	0.5214	6.759	6.778	0.0978
TCGA-61-2113-01	TCGA-61-2113-01	5.068	0.6366	4.999	6.1	4.987	6.37	6.321	6.613	1.465	6.438	5.739	0.0682
TCGA-ZB-A96P-01	TCGA-ZB-A96P-01	5.068	0	4.913	5.683	4.524	5.779	5.986	6.11	1.079	5.913	5.827	0.068
TCGA-NH-A5IV-01	TCGA-NH-A5IV-01	5.065	0.2878	5.013	5.853	4.782	6.225	6.284	6.516	1.019	6.196	6.169	0.1327
TCGA-L5-A8NI-01	TCGA-L5-A8NI-01	5.065	0.2854	5.138	6.113	4.994	6.558	6.463	6.708	1.215	6.419	5.647	0.1565
TCGA-S9-A7J0-01	TCGA-S9-A7J0-01	5.064	0.6711	5.015	5.715	4.635	5.974	6.271	6.523	0.6422	6.285	6.092	0.1936
TCGA-N5-A4RO-01	TCGA-N5-A4RO-01	5.064	0.1944	4.695	6.013	5.108	6.294	6.599	6.915	0.4762	6.722	6.513	0.0881
TCGA-BR-7851-01	TCGA-BR-7851-01	5.063	0.6783	5.299	6.308	4.944	6.198	6.088	6.236	0.5508	5.973	4.897	0.0915
TCGA-Z6-A9VB-01	TCGA-Z6-A9VB-01	5.057	0.92	5.218	6.224	5.37	6.954	6.861	7.047	1.468	6.701	5.93	0.0907
TCGA-24-1435-01	TCGA-24-1435-01	5.057	0.4243	5.017	5.966	4.651	6.188	6.071	6.271	0.4825	6.154	5.742	0
TCGA-BR-A452-01	TCGA-BR-A452-01	5.056	0.2727	5.071	6.064	4.849	6.216	6.175	6.387	0.6697	6.207	5.7	0
TCGA-FF-A7CQ-01	TCGA-FF-A7CQ-01	5.054	0	5.067	5.914	4.828	6.154	6.241	6.534	1.221	6.325	6.036	0
TCGA-59-2363-01	TCGA-59-2363-01	5.049	0	5.282	6.154	4.834	6.372	6.295	6.561	0.3899	6.431	5.9	0.3023
TCGA-AC-A6IW-01	TCGA-AC-A6IW-01	5.047	0.0752	5.065	5.899	4.766	6.174	6.444	6.732	0.8374	6.588	6.573	0.0658
TCGA-LN-A5U7-01	TCGA-LN-A5U7-01	5.044	0.1182	5.005	6.006	4.924	6.496	6.417	6.643	0.5812	6.362	5.366	0
TCGA-CG-4437-01	TCGA-CG-4437-01	5.041	0.2795	5.127	5.954	4.492	5.763	5.712	5.655	0.151	5.139	4.607	0
TCGA-QS-A744-01	TCGA-QS-A744-01	5.038	0.656	5.065	5.709	4.603	5.926	6.274	6.506	0.6997	6.236	6.151	0.1707
TCGA-90-7767-01	TCGA-90-7767-01	5.034	0.1592	5.224	6.054	4.831	6.248	6.425	6.731	0.3965	6.496	6.189	0.1399
TCGA-HM-A6W2-06	TCGA-HM-A6W2-06	5.032	0.282	5.139	5.848	4.651	5.962	6.217	6.459	0.8766	6.213	5.938	0.4614
TCGA-29-2425-01	TCGA-29-2425-01	5.031	0.1671	5.341	6.257	4.928	6.187	6.167	6.463	0.3077	6.351	5.552	0
TCGA-CG-4444-01	TCGA-CG-4444-01	5.028	0.395	4.976	5.655	4.349	5.744	5.67	5.951	1.118	5.961	5.153	0
TCGA-24-1546-01	TCGA-24-1546-01	5.028	0.2119	5.038	6.012	4.69	6.061	5.805	6.029	0.4079	6.001	5.3	0.2439
TCGA-BR-8059-01	TCGA-BR-8059-01	5.028	0	5.205	5.792	4.037	5.448	5.426	5.738	0.239	5.694	5.2	0.0715
TCGA-TQ-A7RM-01	TCGA-TQ-A7RM-01	5.023	0.7624	5.048	5.744	4.598	5.942	6.087	6.313	0.9968	6.109	5.735	0.3828
TCGA-24-2036-01	TCGA-24-2036-01	5.021	0.546	4.855	5.652	4.508	6.04	5.851	6.012	0.3417	5.831	5.15	0.0707
TCGA-D5-6922-01	TCGA-D5-6922-01	5.019	0.2825	4.969	5.786	4.675	5.819	6.073	6.345	0.4761	6.246	5.637	0
TCGA-24-1430-01	TCGA-24-1430-01	5.014	0.5167	5.027	5.964	4.809	6.326	6.327	6.687	0.608	6.485	6.036	0.1472
TCGA-CD-8532-01	TCGA-CD-8532-01	5.011	0.1456	5.131	6.126	4.717	6.037	6.064	6.344	0.4544	6.097	5.028	0.0331
TCGA-C5-A8YT-01	TCGA-C5-A8YT-01	5.011	0.1017	4.958	5.79	4.717	5.967	6.198	6.473	0	6.259	6.019	0.0453
TCGA-FF-A7CX-01	TCGA-FF-A7CX-01	5.01	0.3607	4.848	5.749	4.688	5.843	6.177	6.565	1.303	6.331	6.337	0.1146
TCGA-25-1633-01	TCGA-25-1633-01	5.009	0.0843	4.844	5.747	4.655	6.143	6.09	6.392	0.0657	6.155	5.614	0
TCGA-25-1319-01	TCGA-25-1319-01	5.008	0.3029	4.905	5.797	4.585	5.896	5.786	6.147	0.3465	6.003	5.346	0.0717
TCGA-25-2397-01	TCGA-25-2397-01	5.005	0.7009	4.981	5.777	4.363	5.801	5.668	6.01	0.3816	5.992	5.299	0.0953
TCGA-66-2757-01	TCGA-66-2757-01	5.003	0.3397	5.138	6.218	5.076	6.38	6.536	6.809	1.02	6.585	6.189	0.0412
TCGA-61-1736-01	TCGA-61-1736-01	5.003	0.2384	4.988	6.061	4.79	6.248	6.169	6.43	1.417	6.202	5.533	0.1435
TCGA-30-1891-01	TCGA-30-1891-01	5.002	0	5.206	5.946	4.421	5.832	5.711	6.056	0.6766	5.932	5.411	0
TCGA-25-1623-01	TCGA-25-1623-01	5.001	0.1419	5.096	6.151	5.056	6.561	6.504	6.818	0.911	6.609	5.987	0.1831
TCGA-ZB-A966-01	TCGA-ZB-A966-01	4.999	0.4777	4.886	5.704	4.795	6.373	6.667	6.977	1.148	6.705	7.303	0.1186
TCGA-AB-2939-03	TCGA-AB-2939-03	4.995	0.8665	5.136	6.096	5.048	6.664	6.511	6.758	3.002	6.524	5.601	0.141
TCGA-CR-6470-01	TCGA-CR-6470-01	4.991	0.1596	4.989	6.14	5.039	6.306	6.507	6.78	0.3974	6.466	6.081	0
TCGA-HF-7134-01	TCGA-HF-7134-01	4.989	0.3859	5.091	6.158	4.909	6.249	6.111	6.351	1.347	6.158	5.343	0
TCGA-33-4532-01	TCGA-33-4532-01	4.989	0.2917	5.078	6.03	4.879	6.149	6.478	6.863	1.147	6.606	6.15	0
TCGA-A6-5660-01	TCGA-A6-5660-01	4.987	0.1131	4.941	5.961	4.376	6.231	6.417	6.704	0.4634	6.515	6.609	0.0992
TCGA-HU-A4GF-01	TCGA-HU-A4GF-01	4.986	0.2051	4.893	5.921	4.816	6.26	6.155	6.412	0.9013	6.27	5.576	0.0317
TCGA-3H-AB3X-01	TCGA-3H-AB3X-01	4.984	0.1899	4.745	5.755	4.654	6.095	6.203	6.403	0.408	6.16	6.225	0.0436
TCGA-24-1553-01	TCGA-24-1553-01	4.983	0.1291	4.967	5.877	4.692	6.183	6.168	6.353	0.1953	6.095	5.836	0.0578
TCGA-AB-3006-03	TCGA-AB-3006-03	4.982	1.046	4.815	5.934	4.842	6.389	6.324	6.699	2.716	6.374	5.66	0.3016
TCGA-25-1322-01	TCGA-25-1322-01	4.979	0.4927	4.951	5.889	4.713	6.228	6.155	6.508	0.9368	6.325	5.613	0.0254
TCGA-D7-5578-01	TCGA-D7-5578-01	4.976	0.1757	4.991	5.982	4.66	6.034	5.893	6.056	0.6339	5.587	4.78	0.0402
TCGA-AB-2845-03	TCGA-AB-2845-03	4.975	1.049	5.126	5.881	4.73	6.256	6.199	6.565	2.993	6.41	5.446	0.3027
TCGA-BT-A20U-01	TCGA-BT-A20U-01	4.974	0.1631	5.109	6.152	4.016	6.519	6.654	6.882	0.4551	6.694	6.483	0.0735
TCGA-56-8082-01	TCGA-56-8082-01	4.973	0	5.08	6.129	4.614	6.219	6.41	6.743	0.8438	6.492	6.401	0.0489
TCGA-AR-A1AJ-01	TCGA-AR-A1AJ-01	4.972	0.0997	5.079	6.069	4.809	5.996	6.186	6.465	0.7826	6.225	6.115	0.0444
TCGA-CV-6940-01	TCGA-CV-6940-01	4.97	0.1852	4.933	6.147	4.951	6.164	5.938	6.764	0.5102	6.462	6.336	0.0425
TCGA-32-2634-01	TCGA-32-2634-01	4.967	0.4255	5.531	6.174	4.969	6.587	6.462	6.865	1.117	6.561	6.135	0.2384
TCGA-BR-8381-01	TCGA-BR-8381-01	4.964	0.3877	5.173	6.061	4.491	6.153	5.973	6.231	1.133	6.057	5.241	0.305
TCGA-XV-A9VZ-01	TCGA-XV-A9VZ-01	4.964	0.2099	4.941	5.867	4.951	6.246	6.417	6.833	0.4477	6.684	6.859	0.1408
TCGA-BR-7717-01	TCGA-BR-7717-01	4.964	0	1.669	2.438	1.539	5.88	6.089	6.358	0.2758	6.092	6.737	0
TCGA-CN-6018-01	TCGA-CN-6018-01	4.962	0	4.855	6.003	4.879	6.082	6.219	6.46	0.2667	6.242	5.661	0
TCGA-57-1584-01	TCGA-57-1584-01	4.959	0.2533	5.034	5.966	4.741	6.257	6.209	6.417	0.8422	6.263	5.68	0.0784
TCGA-LN-A4A8-01	TCGA-LN-A4A8-01	4.957	0.6546	5.076	6.103	5.104	6.627	6.55	6.793	1.068	6.554	5.908	0.1157
TCGA-VQ-A91D-01	TCGA-VQ-A91D-01	4.957	0.303	4.793	5.713	4.854	6.389	6.266	6.434	0.8832	6.068	5.625	0.0243
TCGA-22-5480-01	TCGA-22-5480-01	4.957	0	5.18	6.181	5.017	6.569	6.66	7.013	1.05	6.709	6.419	0.0278
TCGA-AB-3008-03	TCGA-AB-3008-03	4.956	0.8469	5.055	6.16	5.016	6.644	6.549	6.846	2.507	6.541	5.59	0.3207
TCGA-CK-6747-01	TCGA-CK-6747-01	4.954	0.1732	5.038	6.061	4.915	6.191	6.343	6.65	0.4803	6.395	6.25	0
TCGA-VQ-A8PP-01	TCGA-VQ-A8PP-01	4.953	0.5429	4.674	5.534	4.678	6.288	6.153	6.322	0.8049	6.041	5.175	0
TCGA-BR-8588-01	TCGA-BR-8588-01	4.95	0	5.27	6.084	4.567	5.848	5.927	6.255	0.6033	5.948	5.018	0.082
TCGA-BR-4357-01	TCGA-BR-4357-01	4.949	0.2756	5.226	6.022	4.628	6.145	6.156	6.504	0.984	6.285	5.549	0.1268
TCGA-AB-3000-03	TCGA-AB-3000-03	4.948	1.877	4.815	5.93	4.839	6.454	6.466	6.815	2.544	6.394	5.578	0.2224
TCGA-AB-2879-03	TCGA-AB-2879-03	4.948	1.629	4.694	5.599	4.683	6.401	6.382	6.799	3.204	6.427	5.647	0.5124
TCGA-QK-A6IF-01	TCGA-QK-A6IF-01	4.947	0.1574	5.192	6.251	5.039	6.576	6.745	7.05	1.61	6.77	7.066	0.3237
TCGA-36-1581-01	TCGA-36-1581-01	4.945	1.03	4.97	6.024	4.996	6.585	6.473	6.758	0.8533	6.482	6.05	0.0584
TCGA-EY-A2OP-01	TCGA-EY-A2OP-01	4.944	0.2341	4.996	6.082	4.921	6.195	6.546	6.894	0	6.601	6.442	0
TCGA-78-7158-01	TCGA-78-7158-01	4.944	0.1942	4.836	5.918	4.651	5.993	6.165	6.442	1.119	6.218	6.369	0.088
TCGA-BH-A0B9-01	TCGA-BH-A0B9-01	4.943	0.4598	4.995	5.906	4.745	6.053	6.344	6.68	0.859	6.372	6.276	0
TCGA-EI-6512-01	TCGA-EI-6512-01	4.939	0	5.281	6.24	4.925	6.196	6.352	6.656	0.1641	6.538	6.287	0
TCGA-VS-A8QA-01	TCGA-VS-A8QA-01	4.938	0.1098	4.93	5.866	4.789	6.203	6.49	6.789	0.3855	6.669	6.852	0.049
TCGA-31-1959-01	TCGA-31-1959-01	4.936	0.2085	5.18	6.134	4.918	6.268	6.201	6.524	0.2396	6.431	5.542	0.0481
TCGA-CR-6480-01	TCGA-CR-6480-01	4.933	0.0854	5.18	6.044	4.826	6.13	6.123	6.366	0.0666	6.119	5.714	0.0379
TCGA-HU-A4GN-01	TCGA-HU-A4GN-01	4.932	0.4506	4.939	5.984	4.882	6.261	6.284	6.555	1.83	6.333	5.48	0.0616
TCGA-N8-A4PL-01	TCGA-N8-A4PL-01	4.928	0	4.786	5.977	4.974	6.362	6.596	6.927	0.6123	6.693	6.971	0.0925
TCGA-XM-A8RH-01	TCGA-XM-A8RH-01	4.926	0	4.728	5.513	4.357	5.855	6.05	6.377	0.8174	6.171	6.256	0.0436
TCGA-FS-A1Z0-06	TCGA-FS-A1Z0-06	4.925	0.4792	5.098	6.097	4.899	6.149	6.279	6.467	0.9375	6.258	6.095	0.0408
TCGA-BT-A0S7-01	TCGA-BT-A0S7-01	4.925	0.1638	5.08	5.951	4.752	6.152	6.351	6.703	0.3553	6.506	6.154	0
TCGA-BR-A4IY-01	TCGA-BR-A4IY-01	4.923	0.203	5.016	6.11	4.871	6.186	6.152	6.413	0.554	6.21	5.323	0.1618
TCGA-CD-A4MJ-01	TCGA-CD-A4MJ-01	4.922	0.5951	5.052	6.085	4.889	6.254	6.35	6.618	0.5657	6.323	5.69	0.1105
TCGA-AG-3592-01	TCGA-AG-3592-01	4.918	0.1613	5.208	6.204	5.036	6.3	6.484	6.815	0.7148	6.727	6.411	0
TCGA-WR-A838-01	TCGA-WR-A838-01	4.916	1.369	4.722	5.648	4.704	6.399	6.281	6.518	1.446	6.201	6.056	0.206
TCGA-AB-2869-03	TCGA-AB-2869-03	4.913	1.353	5.005	5.959	4.927	6.541	6.446	6.732	2.743	6.514	5.66	0.4544
TCGA-34-5929-01	TCGA-34-5929-01	4.913	0.4927	5.29	6.219	5.152	7.07	7.262	7.537	1.002	7.331	7.469	0.112
TCGA-04-1348-01	TCGA-04-1348-01	4.913	0.1946	4.914	5.847	4.62	6.179	6.2	6.398	0.7646	6.214	6.363	0.1713
TCGA-24-1847-01	TCGA-24-1847-01	4.912	0.29	4.973	5.866	4.704	6.353	6.267	6.56	0.2816	6.357	5.803	0.0684
TCGA-E9-A1N5-11	TCGA-E9-A1N5-11	4.912	0	4.974	5.905	4.668	5.963	6.198	6.395	1.243	6.029	5.843	0
TCGA-61-1995-01	TCGA-61-1995-01	4.907	0.7925	5.155	6.214	4.881	6.355	6.268	6.506	0.2781	6.313	5.525	0.1633
TCGA-24-1567-01	TCGA-24-1567-01	4.907	0	5.069	6.056	5.002	6.563	6.486	6.776	0.4498	6.464	6.048	0.1074
TCGA-A2-A4RX-01	TCGA-A2-A4RX-01	4.907	0	1.725	2.882	4.658	5.868	5.954	6.333	0.6645	6.07	5.749	0.3051
TCGA-BR-8363-01	TCGA-BR-8363-01	4.905	0.5117	5.136	6.246	4.997	6.348	6.322	6.594	0.7868	6.328	5.275	0.0526
TCGA-VR-AA7B-01	TCGA-VR-AA7B-01	4.905	0.1042	4.744	5.647	4.647	6.063	5.845	6.053	0.5781	5.812	4.849	0
TCGA-24-1544-01	TCGA-24-1544-01	4.902	0.2771	5.06	6.161	4.717	5.994	6.047	6.267	0.2191	6.029	5.368	0
TCGA-ZN-A9VQ-01	TCGA-ZN-A9VQ-01	4.902	0.1435	4.731	5.582	4.541	5.871	6.151	6.292	0.2165	6.114	6	0.0955
TCGA-XU-A92Z-01	TCGA-XU-A92Z-01	4.901	0.1977	4.712	5.456	4.392	5.722	5.908	6.093	0.2273	5.831	5.6	0.0897
TCGA-SC-A6LM-01	TCGA-SC-A6LM-01	4.901	0.1203	4.745	5.497	4.551	5.825	6.12	6.405	0.2654	6.26	6.215	0.0537
TCGA-29-1690-01	TCGA-29-1690-01	4.901	0.0748	4.831	5.734	4.521	6.142	6.044	6.279	0.4113	6.192	5.841	0.274
TCGA-L5-A4OI-01	TCGA-L5-A4OI-01	4.899	0.8057	4.907	5.831	4.747	6.319	6.2	6.482	1.142	6.211	5.399	0.0387
TCGA-BR-7716-01	TCGA-BR-7716-01	4.896	0.0565	4.937	5.975	4.695	6.037	6.026	6.341	0.3544	6.117	5.377	0.0495
TCGA-LN-A49O-01	TCGA-LN-A49O-01	4.896	0	4.845	5.892	4.748	6.196	6.195	6.387	0.3079	6.177	5.105	0
TCGA-DK-A1AC-01	TCGA-DK-A1AC-01	4.895	0.1628	4.889	5.859	4.759	6.104	6.378	6.638	1.046	6.516	6.686	0
TCGA-61-2094-01	TCGA-61-2094-01	4.894	0.6095	4.584	5.385	4.102	5.644	5.652	5.911	1.066	5.68	4.906	0.0805
TCGA-HU-A4H8-01	TCGA-HU-A4H8-01	4.892	0.4597	4.86	5.687	4.505	6.119	6.089	6.361	1.554	6.107	5.173	0
TCGA-AD-6899-01	TCGA-AD-6899-01	4.892	0.1693	4.948	5.846	4.538	5.781	6.15	6.54	0.0679	6.264	5.752	0.1131
TCGA-FS-A1ZC-06	TCGA-FS-A1ZC-06	4.892	0.0792	5.197	6.143	4.973	6.247	6.414	6.725	0.4787	6.519	6.343	0.1029
TCGA-25-1626-01	TCGA-25-1626-01	4.891	0.4062	4.77	5.75	4.54	6.14	5.979	6.328	1.035	6.166	5.536	0
TCGA-EW-A1P4-01	TCGA-EW-A1P4-01	4.89	0.1706	5.183	6.003	4.754	6.243	6.489	6.827	0.2563	6.557	6.25	0
TCGA-BR-4368-01	TCGA-BR-4368-01	4.888	0.2318	4.943	5.573	4.245	5.809	5.741	5.792	0.7048	5.818	5.18	0
TCGA-AB-2909-03	TCGA-AB-2909-03	4.887	0.1639	4.764	5.516	4.414	6.095	6.084	6.16	2.838	6.044	5.113	0.0738
TCGA-29-2428-01	TCGA-29-2428-01	4.885	0.4796	5.051	6.123	4.763	5.871	5.754	6.087	0.1663	6.189	5.292	0
TCGA-HU-8249-01	TCGA-HU-8249-01	4.885	0.1899	5.043	5.999	4.767	6.091	6.124	6.399	1.1	6.058	5.46	0
TCGA-43-6770-01	TCGA-43-6770-01	4.885	0.1583	5.117	6.082	4.91	6.398	6.537	6.708	1.155	6.473	6.105	0.0241
TCGA-AB-2979-03	TCGA-AB-2979-03	4.884	0.452	4.983	5.994	4.733	6.186	6.025	6.265	2.399	6.236	5.452	0.0568
TCGA-LN-A49X-01	TCGA-LN-A49X-01	4.883	0.6657	4.996	6.04	5.074	6.538	6.442	6.721	1.26	6.447	5.457	0.0518
TCGA-94-7943-01	TCGA-94-7943-01	4.883	0.5413	5.188	6.262	4.962	6.36	6.628	6.847	0.8777	6.599	6.571	0
TCGA-61-1998-01	TCGA-61-1998-01	4.883	0.1642	5.202	6.411	5.136	6.413	6.408	6.722	0.247	6.606	5.96	0
TCGA-CG-4441-01	TCGA-CG-4441-01	4.882	0.3714	5.044	5.976	4.693	6.091	5.983	6.245	0.9894	6.012	5.058	0.1183
TCGA-04-1365-01	TCGA-04-1365-01	4.882	0.3271	4.614	5.476	4.407	6.064	5.937	6.232	0.9895	6.119	5.961	0.2674
TCGA-24-1560-01	TCGA-24-1560-01	4.881	0.648	5.095	6.134	5.019	6.637	6.57	6.79	1.285	6.502	5.837	0.0942
TCGA-BR-8058-01	TCGA-BR-8058-01	4.879	0.2078	5.037	5.906	4.307	5.47	5.441	5.688	0.4854	5.495	4.262	0
TCGA-52-7809-01	TCGA-52-7809-01	4.876	0.0932	4.773	5.62	4.506	5.783	5.944	6.276	1.842	6.128	6.027	0
TCGA-G4-6588-01	TCGA-G4-6588-01	4.876	0	4.933	5.997	4.888	6.129	6.351	6.647	0.7168	6.454	6.469	0.1118
TCGA-A6-6653-01	TCGA-A6-6653-01	4.874	0	4.976	6.067	4.89	6.069	6.361	6.624	0	6.429	6.29	0
TCGA-09-1667-01	TCGA-09-1667-01	4.873	0.4633	5.161	6.169	5.087	6.691	6.606	6.911	0.8726	6.636	5.982	0.0774
